id,name,now_cost,position,team,ict_index_rank,influence_rank,influence_rank_type,starts_per_90,expected_assists,ep_this,status,threat_rank,clean_sheets,transfers_out,threat,dreamteam_count,chance_of_playing_this_round,form,cost_change_start_fall,form_rank_type,direct_freekicks_order,form_rank,expected_goals_per_90,clean_sheets_per_90,points_per_game_rank,starts,own_goals,ict_index_rank_type,penalties_missed,now_cost_rank_type,value_form,expected_goal_involvements_per_90,now_cost_rank,goals_conceded_per_90,expected_assists_per_90,web_name,news_added,selected_rank,selected_by_percent,assists,expected_goals,expected_goals_conceded,bonus,cost_change_start,saves,chance_of_playing_next_round,event_points,minutes,yellow_cards,threat_rank_type,corners_and_indirect_freekicks_order,ep_next,in_dreamteam,selected_rank_type,expected_goal_involvements,penalties_saved,influence,points_per_game,saves_per_90,creativity,creativity_rank,red_cards,ict_index,transfers_in,expected_goals_conceded_per_90,value_season,creativity_rank_type,total_points,goals_scored,bps,goals_conceded,news,points_per_game_rank_type,penalties_order
141,Tom McGill,39,GKP,Brighton,573,567,54,0.0,0.00,0.0,a,512,0,25419,0.0,0,,0.0,1,45,,383,0.0,0.0,582,0,0,54,0,84,0.0,0.0,826,0.0,0.0,McGill,,325,0.2,0,0.00,0.00,0,-1,0,,0,0,0,23,,0.0,False,45,0.00,0,0.0,0.0,0.0,0.0,555,0,0.0,21816,0.0,0.0,40,0,0,0,0,,54,
142,James Milner,48,MID,Brighton,302,357,152,1.29,2.18,0.0,i,331,4,24961,61.0,0,0.0,0.0,2,303,,753,0.03,0.47,336,11,0,141,0,168,0.0,0.28,263,1.4,0.25,Milner,2024-01-31T02:00:10.142491Z,413,0.1,2,0.29,12.81,0,-2,0,0.0,0,770,3,169,4.0,0.0,False,127,2.47,0,152.8,1.9,0.0,253.5,168,0,46.8,9188,1.5,5.8,110,28,0,146,12,Muscle injury - Expected back 01 Jun,143,
143,Kaoru Mitoma,64,MID,Brighton,97,240,100,0.91,3.56,0.0,i,46,1,5587996,636.0,2,0.0,0.0,1,368,,850,0.21,0.06,57,15,0,66,0,29,0.0,0.43,50,1.64,0.22,Mitoma,2024-02-23T15:30:08.811169Z,35,11.8,7,3.49,24.64,7,-1,0,0.0,0,1485,4,26,,0.0,False,12,7.05,0,327.6,3.9,0.0,375.1,108,0,134.0,2989120,1.49,11.6,77,74,3,252,27,Back injury - Expected back 01 Jun,34,
144,Jakub Moder,44,MID,Brighton,392,407,173,0.89,0.67,1.0,a,306,1,12168,84.0,0,100.0,1.0,1,102,,215,0.12,0.15,439,6,0,178,0,328,0.2,0.22,566,1.92,0.1,Moder,2023-10-20T15:30:08.340971Z,481,0.1,0,0.78,12.60,0,-1,0,100.0,2,608,2,153,,0.6,False,159,1.45,0,87.2,1.2,0.0,82.3,332,0,25.4,8904,1.87,4.8,180,21,0,89,13,,198,
146,Jeremy Sarmiento Morante,45,MID,Brighton,751,747,290,0.0,0.00,0.0,u,725,0,1600,0.0,0,0.0,0.0,0,222,,638,0.0,0.0,756,0,0,291,0,237,0.0,0.0,409,0.0,0.0,Sarmiento,2023-07-26T11:28:45.117167Z,737,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,280,,0.0,False,287,0.00,0,0.0,0.0,0.0,0.0,742,0,0.0,0,0.0,0.0,290,0,0,0,0,Joined West Bromwich Albion on a season-long loan,296,
147,Kjell Scherpen,40,GKP,Brighton,615,609,73,0.0,0.00,0.0,u,558,0,36,0.0,0,0.0,0.0,0,64,,431,0.0,0.0,624,0,0,73,0,46,0.0,0.0,716,0.0,0.0,Scherpen,2023-07-06T16:30:02.985300Z,855,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,44,,0.0,False,98,0.00,0,0.0,0.0,0.0,0.0,598,0,0.0,0,0.0,0.0,60,0,0,0,0,Joined Sturm Graz on a season-long loan,73,
148,Jason Steele,40,GKP,Brighton,340,198,22,1.0,0.00,0.3,a,532,2,596984,0.0,1,,0.3,5,25,,342,0.0,0.12,216,17,0,22,0,36,0.1,0.0,687,2.0,0.0,Steele,,156,1.7,0,0.00,24.86,5,-5,43,,1,1530,0,34,,0.0,False,22,0.00,0,382.2,2.5,2.53,0.1,524,0,38.2,230992,1.46,10.5,17,42,0,300,34,,27,
149,Deniz Undav,55,FWD,Brighton,856,856,109,0.0,0.00,0.0,u,855,0,4507,0.0,0,0.0,0.0,0,105,,837,0.0,0.0,856,0,0,109,0,32,0.0,0.0,107,0.0,0.0,Undav,2023-08-04T09:40:56.708875Z,687,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,109,,0.0,False,94,0.00,0,0.0,0.0,0.0,0.0,856,0,0.0,0,0.0,0.0,109,0,0,0,0,Season long loan to Stuttgart,109,
150,Jan Paul van Hecke,40,DEF,Brighton,164,80,29,0.99,0.93,0.0,i,196,5,669083,175.0,0,0.0,0.0,0,171,,455,0.05,0.19,265,26,0,39,0,204,0.0,0.09,745,1.44,0.04,Van Hecke,2024-04-28T22:00:08.967357Z,131,2.1,0,1.42,37.22,3,0,0,0.0,0,2368,4,41,,0.0,False,53,2.35,0,631.8,2.2,0.0,176.4,221,0,98.5,741431,1.41,15.2,55,61,0,454,38,Hamstring injury - Expected back 01 Jun,82,
151,Joël Veltman,43,DEF,Brighton,288,246,92,0.97,0.53,0.0,i,286,3,185197,98.0,0,0.0,2.3,2,36,,123,0.03,0.17,346,17,0,95,0,125,0.5,0.06,617,1.82,0.03,Veltman,2024-05-14T23:00:09.145970Z,233,0.6,1,0.46,25.63,0,-2,0,0.0,0,1579,4,88,,0.0,False,92,0.99,0,320.8,1.8,0.0,97.8,315,0,51.8,133567,1.46,11.4,100,49,1,294,32,Knock - Expected back 01 Jun,118,
152,Bart Verbruggen,44,GKP,Brighton,278,116,17,1.0,0.00,2.0,a,687,4,105898,0.0,0,,2.0,1,11,,133,0.0,0.19,120,21,0,18,0,27,0.5,0.0,585,1.33,0.0,Verbruggen,,178,1.2,0,0.00,31.60,7,-1,65,,0,1890,3,80,,2.8,False,27,0.00,0,541.4,3.2,3.1,1.0,500,0,54.3,183269,1.5,15.5,16,68,0,417,28,,20,
153,Adam Webster,42,DEF,Brighton,336,291,108,1.02,0.33,1.3,a,346,2,41781,54.0,0,100.0,1.3,3,49,,187,0.04,0.16,365,13,1,119,0,153,0.3,0.07,666,1.73,0.03,Webster,2024-04-05T16:00:09.080306Z,287,0.3,0,0.50,18.16,2,-3,0,100.0,1,1142,2,114,,2.4,False,117,0.83,0,252.2,1.7,0.0,89.3,322,0,39.7,44099,1.43,6.2,105,26,0,212,22,,127,
154,Danny Welbeck,57,FWD,Brighton,126,242,28,1.12,1.46,3.7,a,67,8,393727,492.0,0,100.0,3.7,3,11,3.0,77,0.27,0.43,199,21,0,22,0,23,0.6,0.35,80,1.49,0.08,Welbeck,2023-10-21T17:30:07.549301Z,192,1.0,4,5.09,27.78,5,-3,0,100.0,2,1687,4,27,,2.8,False,29,6.55,0,326.2,2.7,0.0,320.9,129,0,114.0,253042,1.48,13.9,17,79,5,261,28,,32,3.0
155,Andi Zeqiri,44,FWD,Brighton,705,702,72,0.0,0.00,0.0,u,668,0,107141,0.0,0,0.0,0.0,1,51,,570,0.0,0.0,716,0,0,74,0,103,0.0,0.0,545,0.0,0.0,Zeqiri,2023-09-06T09:25:40.755182Z,267,0.4,0,0.00,0.00,0,-1,0,0.0,0,0,0,71,,0.0,False,42,0.00,0,0.0,0.0,0.0,0.0,697,0,0.0,25876,0.0,0.0,72,0,0,0,0,Permanent transfer to Genk,77,
606,Igor Julio dos Santos de Paulo,43,DEF,Brighton,308,263,100,0.94,0.50,1.3,a,413,2,28922,23.0,0,100.0,1.3,2,50,,188,0.01,0.11,402,17,0,107,0,138,0.3,0.04,638,1.43,0.03,Igor,2023-12-29T00:00:11.103432Z,328,0.2,0,0.25,24.36,1,-2,0,100.0,1,1631,4,149,,2.2,False,135,0.75,0,297.8,1.5,0.0,135.5,260,0,45.8,35520,1.34,8.6,78,37,0,311,26,,139,
621,Jack Hinshelwood,45,MID,Brighton,276,316,131,0.83,0.36,0.0,i,159,2,27256,230.0,0,0.0,0.0,0,271,,700,0.22,0.21,81,8,0,134,0,293,0.0,0.26,480,1.77,0.04,Hinshelwood,2024-02-10T10:00:09.863138Z,558,0.0,0,2.10,14.30,5,0,0,0.0,0,866,1,99,,0.0,False,195,2.46,0,200.2,3.5,0.0,118.9,280,0,55.0,28538,1.49,9.3,160,42,3,155,17,Foot injury - Expected back 01 Jun,43,
690,Carlos Baleba,45,MID,Brighton,338,336,142,1.03,0.24,1.3,a,314,2,15662,72.0,0,,1.3,0,92,,189,0.06,0.14,430,15,0,154,0,295,0.3,0.08,483,1.92,0.02,Baleba,,527,0.0,0,0.85,23.59,0,0,0,,2,1314,7,158,,1.0,False,177,1.08,0,179.8,1.3,0.0,134.7,261,0,38.8,18772,1.62,7.6,150,34,0,174,28,,193,
700,Anssumane Fati Vieira,64,MID,Brighton,290,379,158,0.53,0.61,0.7,a,134,1,176218,292.0,0,100.0,0.7,1,130,,266,0.62,0.18,383,3,0,138,0,30,0.1,0.73,52,2.12,0.11,Ansu Fati,2023-11-25T19:00:10.816004Z,281,0.4,1,3.51,7.36,1,-1,0,100.0,1,509,2,88,,0.2,False,87,4.12,0,121.4,1.7,0.0,92.1,320,0,50.5,188768,1.3,5.2,176,33,2,84,12,,167,
741,Mark O’Mahony,45,FWD,Brighton,516,507,61,1.48,0.00,0.0,a,454,0,5115,6.0,0,,0.0,0,84,,717,0.09,0.0,555,1,0,62,0,96,0.0,0.09,500,1.48,0.0,O’Mahony,,580,0.0,0,0.06,1.28,0,0,0,,0,61,1,64,,0.4,False,79,0.06,0,6.0,0.7,0.0,1.6,491,0,1.3,6799,1.89,0.4,60,2,0,5,1,,74,
742,Benicio Baker-Boaitey,45,MID,Brighton,506,515,229,0.0,0.10,0.0,a,466,0,776,4.0,0,,0.0,0,233,,653,0.05,0.0,547,0,0,228,0,250,0.0,0.29,426,2.43,0.24,Baker-Boaitey,,759,0.0,0,0.02,0.80,0,0,0,,0,37,1,228,,0.0,False,298,0.12,0,4.6,0.8,0.0,12.6,445,0,1.9,1032,1.95,0.9,218,4,0,10,1,,255,
746,Ben Jackson,40,DEF,Brighton,655,649,243,0.0,0.00,0.0,a,599,0,3676,0.0,0,,0.0,0,186,,477,0.0,0.0,663,0,0,244,0,220,0.0,0.0,768,0.0,0.0,Jackson,,541,0.0,0,0.00,0.00,0,0,0,,0,0,0,235,,0.0,False,211,0.00,0,0.0,0.0,0.0,0.0,638,0,0.0,5526,0.0,0.0,241,0,0,0,0,,240,
747,Joshua Duffus,44,MID,Brighton,726,722,276,0.0,0.00,0.0,a,693,0,636,0.0,0,,0.0,1,206,,598,0.0,0.0,734,0,0,277,0,350,0.0,0.0,599,0.0,0.0,Duffus,,771,0.0,0,0.00,0.00,0,-1,0,,0,0,0,266,,0.0,False,305,0.00,0,0.0,0.0,0.0,0.0,717,0,0.0,880,0.0,0.0,278,0,0,0,0,,285,
753,Leigh Kavanagh,40,DEF,Brighton,654,648,242,0.0,0.00,0.0,a,598,0,1193,0.0,0,,0.0,0,185,,476,0.0,0.0,662,0,0,243,0,219,0.0,0.0,767,0.0,0.0,Kavanagh,,633,0.0,0,0.00,0.00,0,0,0,,0,0,0,234,,0.0,False,234,0.00,0,0.0,0.0,0.0,0.0,637,0,0.0,1403,0.0,0.0,240,0,0,0,0,,239,
755,Luca Barrington,45,MID,Brighton,778,774,312,0.0,0.00,0.0,a,754,0,400,0.0,0,,0.0,0,250,,672,0.0,0.0,780,0,0,313,0,270,0.0,0.0,450,0.0,0.0,Barrington,,795,0.0,0,0.00,0.00,0,0,0,,0,0,0,304,,0.0,False,321,0.00,0,0.0,0.0,0.0,0.0,768,0,0.0,502,0.0,0.0,311,0,0,0,0,,316,
786,Cameron Peupion,45,MID,Brighton,773,769,307,0.0,0.00,0.0,a,748,0,143,0.0,0,,0.0,0,243,,665,0.0,0.0,775,0,0,308,0,262,0.0,0.0,442,0.0,0.0,Peupion,,826,0.0,0,0.00,0.00,0,0,0,,0,0,0,298,,0.0,False,346,0.00,0,0.0,0.0,0.0,0.0,763,0,0.0,201,0.0,0.0,306,0,0,0,0,,311,
816,Valentín Barco,40,DEF,Brighton,430,450,170,0.88,0.38,1.0,a,368,0,2426,39.0,0,,1.0,0,55,,201,0.06,0.0,543,3,0,153,0,233,0.2,0.17,784,2.64,0.11,Barco,,531,0.0,0,0.20,5.10,0,0,0,,2,307,1,124,,0.4,False,207,0.58,0,44.8,0.8,0.0,69.6,345,0,15.5,6336,1.5,1.2,116,5,0,33,9,,180,
843,Samy Chouchane,45,MID,Brighton,782,778,316,0.0,0.00,0.0,a,760,0,51,0.0,0,,0.0,0,256,,679,0.0,0.0,784,0,0,317,0,277,0.0,0.0,458,0.0,0.0,Chouchane,,851,0.0,0,0.00,0.00,0,0,0,,0,0,0,309,,0.0,False,366,0.00,0,0.0,0.0,0.0,0.0,774,0,0.0,86,0.0,0.0,316,0,0,0,0,,320,
845,Odeluga Offiah,40,DEF,Brighton,511,505,182,0.71,0.03,0.7,a,461,0,267,4.0,0,,0.7,0,74,,250,0.0,0.0,460,1,0,181,0,197,0.2,0.02,734,2.14,0.02,Offiah,,728,0.0,0,0.00,2.56,0,0,0,,0,126,0,171,,0.8,False,256,0.03,0,6.4,1.0,0.0,5.5,465,0,1.6,710,1.83,1.0,171,4,0,21,3,,160,
861,Noël Atom,40,DEF,Brighton,669,664,255,0.0,0.00,0.0,a,615,0,7,0.0,0,,0.0,0,198,,492,0.0,0.0,677,0,0,255,0,235,0.0,0.0,786,0.0,0.0,Atom,,847,0.0,0,0.00,0.00,0,0,0,,0,0,0,248,,1.5,False,276,0.00,0,0.0,0.0,0.0,0.0,653,0,0.0,95,0.0,0.0,253,0,0,0,0,,251,
156,Enock Agyei,42,MID,Burnley,684,680,251,0.0,0.00,-0.5,a,638,0,84594,0.0,0,,0.0,3,170,,523,0.0,0.0,694,0,0,252,0,374,0.0,0.0,682,0.0,0.0,Agyei,,272,0.4,0,0.00,0.00,0,-3,0,,0,0,0,238,,-0.5,False,84,0.00,0,0.0,0.0,0.0,0.0,672,0,0.0,101372,0.0,0.0,253,0,0,0,0,,261,
157,Ameen Al-Dakhil,38,DEF,Burnley,361,325,124,1.02,0.54,0.0,i,305,0,287597,84.0,0,0.0,0.0,2,123,,366,0.11,0.0,400,12,1,130,0,277,0.0,0.16,861,2.22,0.05,Al-Dakhil,2024-03-14T17:30:08.332183Z,181,1.2,0,1.28,20.63,0,-2,0,0.0,0,1055,1,101,,0.0,False,74,1.81,0,193.0,1.5,0.0,42.8,389,0,32.0,347962,1.76,5.0,138,19,1,127,26,Unknown - Expected back 01 Jun,137,
158,Samuel Bastien,49,MID,Burnley,833,832,353,0.0,0.00,0.0,u,822,0,2713,0.0,0,0.0,0.0,1,320,,775,0.0,0.0,833,0,0,353,0,147,0.0,0.0,233,0.0,0.0,Bastien,2023-09-18T10:36:05.969054Z,690,0.0,0,0.00,0.00,0,-1,0,0.0,0,0,0,349,,0.0,False,266,0.00,0,0.0,0.0,0.0,0.0,829,0,0.0,326,0.0,0.0,352,0,0,0,0,Has joined Kasimpasa S.K. on loan,353,
159,Manuel Benson Hedilazio,52,MID,Burnley,468,488,218,0.82,0.18,0.0,a,392,0,17113,30.0,0,100.0,0.5,3,152,,327,0.06,0.0,527,1,0,209,0,91,0.1,0.21,150,4.09,0.15,Benson,2023-09-27T09:00:08.265496Z,483,0.1,0,0.07,4.54,0,-3,0,100.0,0,110,0,197,,-0.3,False,161,0.25,0,17.6,1.0,0.0,26.4,420,0,7.5,3310,3.71,1.5,205,8,0,22,5,,246,
160,Jordan Beyer,39,DEF,Burnley,328,236,89,1.09,0.19,0.0,i,381,2,446042,35.0,1,0.0,0.0,1,128,,388,0.04,0.15,301,15,0,114,0,258,0.0,0.05,832,1.68,0.01,Beyer,2024-01-02T08:30:10.683233Z,209,0.8,1,0.56,20.87,4,-1,0,0.0,0,1234,6,132,,0.0,False,83,0.75,0,330.8,2.0,0.0,46.1,383,0,41.3,102506,1.52,7.7,135,30,0,236,23,Unknown - Expected back 01 Jun,99,
161,Josh Brownhill,47,MID,Burnley,111,144,64,0.92,2.04,0.0,a,156,2,88038,234.0,0,100.0,0.5,3,140,,310,0.07,0.08,241,23,0,71,0,201,0.1,0.15,311,2.24,0.08,Brownhill,2024-02-24T22:00:09.032671Z,373,0.2,2,1.81,47.82,2,-3,0,100.0,1,2248,4,98,1.0,0.0,False,113,3.85,0,499.0,2.4,0.0,501.5,69,1,123.5,72308,1.91,16.6,55,78,4,365,56,,99,
162,Darko Churlinov,44,MID,Burnley,714,711,268,0.0,0.00,0.0,u,677,0,4094,0.0,0,0.0,0.0,1,194,,581,0.0,0.0,725,0,0,269,0,331,0.0,0.0,569,0.0,0.0,Churlinov,2024-01-24T07:59:45.301572Z,665,0.0,0,0.00,0.00,0,-1,0,0.0,0,0,0,256,,0.0,False,253,0.00,0,0.0,0.0,0.0,0.0,706,0,0.0,1360,0.0,0.0,270,0,0,0,0,On loan to Schalke 04 until the end of the season,278,
163,Jack Cork,48,MID,Burnley,519,516,230,0.0,0.02,0.0,a,484,0,3127,2.0,0,100.0,0.5,2,142,,313,0.0,0.0,517,0,0,235,0,169,0.1,0.07,264,0.0,0.07,Cork,2023-11-23T20:00:09.981535Z,638,0.0,0,0.00,0.13,0,-2,0,100.0,1,25,0,236,,-0.5,False,237,0.02,0,4.2,1.0,0.0,5.2,467,0,1.1,1159,0.47,0.8,225,4,0,8,0,,239,
164,Dara Costelloe,45,MID,Burnley,797,793,328,0.0,0.00,0.0,u,775,0,2960,0.0,0,0.0,0.0,0,269,,695,0.0,0.0,797,0,0,329,0,290,0.0,0.0,474,0.0,0.0,Costelloe,2023-08-17T06:12:47.501520Z,730,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,321,,0.0,False,283,0.00,0,0.0,0.0,0.0,0.0,789,0,0.0,101,0.0,0.0,328,0,0,0,0,Season long loan to St Johnstone,330,
165,Josh Cullen,50,MID,Burnley,162,161,73,1.01,2.29,4.5,a,272,0,17429,106.0,0,100.0,5.0,0,22,,42,0.03,0.0,208,23,0,90,0,111,1.0,0.13,185,2.1,0.1,Cullen,2023-12-04T16:30:09.492483Z,476,0.1,4,0.59,45.18,5,0,0,100.0,9,2055,9,145,,1.7,False,156,2.88,0,458.0,2.6,0.0,426.7,87,0,98.9,15108,1.98,13.0,67,65,2,375,48,,91,
166,CJ Egan-Riley,39,DEF,Burnley,578,572,197,0.0,0.00,0.0,u,517,0,28687,0.0,0,0.0,0.0,1,129,,389,0.0,0.0,587,0,0,198,0,261,0.0,0.0,835,0.0,0.0,Egan-Riley,2024-02-04T18:30:25.335183Z,381,0.1,0,0.00,0.00,0,-1,0,0.0,0,0,0,186,,0.0,False,154,0.00,0,0.0,0.0,0.0,0.0,560,0,0.0,23182,0.0,0.0,195,0,0,0,0,Season-long loan to PSV Eindhoven,195,
167,Hjalmar Ekdal,39,DEF,Burnley,458,420,160,1.03,0.01,-0.5,a,434,1,29444,15.0,0,100.0,0.0,1,133,,396,0.01,0.21,326,5,0,168,0,265,0.0,0.01,842,1.65,0.0,Ekdal,2024-04-13T23:00:08.792935Z,349,0.2,0,0.06,7.91,3,-1,0,100.0,0,436,2,161,,-0.3,False,144,0.07,0,76.6,1.9,0.0,15.9,438,0,10.7,22611,1.63,3.8,164,15,0,77,8,,108,
168,Lyle Foster,47,FWD,Burnley,138,211,25,1.04,1.27,1.5,a,74,2,296648,467.0,0,100.0,2.0,3,23,,138,0.21,0.09,140,22,0,26,0,63,0.4,0.27,320,2.04,0.06,Foster,2024-02-10T21:00:07.725808Z,260,0.4,3,4.36,40.47,4,-3,0,100.0,2,1898,0,29,,2.5,False,41,5.63,0,364.2,3.1,0.0,263.4,160,1,109.6,292108,1.92,16.0,21,75,5,229,43,,24,
169,Denis Franchi,39,GKP,Burnley,586,580,63,0.0,0.00,0.0,u,525,0,17871,0.0,0,0.0,0.0,1,54,,399,0.0,0.0,595,0,0,63,0,93,0.0,0.0,845,0.0,0.0,Franchi,2024-02-02T15:27:56.839710Z,420,0.1,0,0.00,0.00,0,-1,0,0.0,0,0,0,32,,0.0,False,59,0.00,0,0.0,0.0,0.0,0.0,568,0,0.0,10429,0.0,0.0,49,0,0,0,0,Permanent transfer to Ternana,63,
170,Jóhann Berg Gudmundsson,48,MID,Burnley,182,301,125,0.91,2.53,0.0,a,211,2,7412,158.0,0,100.0,0.5,2,144,2.0,315,0.14,0.15,354,12,0,93,0,172,0.1,0.33,267,1.9,0.19,Gudmundsson,2023-12-19T18:00:09.313020Z,610,0.0,3,1.80,21.01,0,-2,0,100.0,1,1185,2,116,2.0,2.3,False,222,4.33,0,234.6,1.8,0.0,515.6,65,0,91.0,4481,1.6,10.0,52,48,1,193,25,,154,
171,Luke McNally,40,DEF,Burnley,641,635,232,0.0,0.00,0.0,u,585,0,1825,0.0,0,0.0,0.0,0,174,,462,0.0,0.0,649,0,0,233,0,208,0.0,0.0,753,0.0,0.0,McNally,2023-08-04T09:35:51.951556Z,714,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,224,,0.0,False,253,0.00,0,0.0,0.0,0.0,0.0,624,0,0.0,0,0.0,0.0,230,0,0,0,0,Season long loan to Stoke City,229,
172,Arijanet Muric,43,GKP,Burnley,274,135,18,1.0,0.05,3.0,a,651,0,35592,0.0,0,100.0,3.5,2,4,,79,0.0,0.0,21,10,1,17,0,32,0.8,0.0,640,1.6,0.0,Muric,2023-11-23T20:00:10.046521Z,234,0.6,0,0.00,20.43,12,-2,64,100.0,2,900,0,74,,7.0,False,34,0.05,1,513.0,4.7,6.4,40.3,392,0,55.3,67561,2.04,10.9,2,47,0,241,16,,2,
173,Dara O'Shea,44,DEF,Burnley,122,45,12,1.0,0.90,0.5,a,173,2,69499,213.0,0,100.0,1.0,1,64,,212,0.02,0.06,284,32,1,23,0,101,0.2,0.05,550,2.21,0.03,O'Shea,2024-04-06T20:30:08.758764Z,297,0.3,4,0.74,62.70,2,-1,0,100.0,1,2892,5,30,,2.3,False,121,1.64,0,772.0,2.1,0.0,189.7,210,1,117.7,74098,1.95,15.7,52,69,3,478,71,,92,
174,Michael Obafemi,49,FWD,Burnley,510,835,104,0.0,0.01,0.0,u,430,0,7074,17.0,0,0.0,0.0,1,92,,780,0.52,0.0,521,0,0,61,0,51,0.0,0.57,244,0.0,0.05,Obafemi,2024-01-29T08:15:40.420658Z,612,0.0,0,0.11,0.03,0,-1,0,0.0,0,19,0,60,,0.0,False,85,0.12,0,0.0,1.0,0.0,0.6,508,0,1.7,3475,0.14,0.4,65,2,0,4,0,Joined Millwall until the end of the season,68,
175,Bailey Peacock-Farrell,40,GKP,Burnley,610,604,72,0.0,0.00,0.0,u,552,0,1123,0.0,0,0.0,0.0,0,63,,426,0.0,0.0,619,0,0,72,0,44,0.0,0.0,710,0.0,0.0,Peacock-Farrell,2023-07-26T11:25:50.410533Z,738,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,42,,0.0,False,87,0.00,0,0.0,0.0,0.0,0.0,592,0,0.0,0,0.0,0.0,58,0,0,0,0,Joined Aarhus on loan,72,
176,Connor Roberts,43,DEF,Burnley,387,365,139,0.88,0.35,0.0,u,442,0,34612,12.0,0,0.0,0.0,2,226,,537,0.0,0.0,535,8,0,139,0,131,0.0,0.04,628,2.53,0.04,Roberts,2024-02-04T18:31:11.422373Z,390,0.1,1,0.00,19.91,0,-2,0,0.0,0,817,3,163,,0.0,False,159,0.35,0,142.8,0.9,0.0,104.1,307,1,25.7,15050,2.19,2.8,97,12,0,111,23,Season-long loan to Leeds United,177,
177,Jay Rodriguez,53,FWD,Burnley,325,370,42,0.78,0.08,0.0,a,158,1,71985,232.0,0,,0.5,2,44,,330,0.42,0.11,323,7,0,42,0,35,0.1,0.43,123,2.0,0.01,Rodriguez,,337,0.2,1,3.82,13.58,3,-2,0,,1,811,0,41,,-0.5,False,51,3.90,0,138.8,2.0,0.0,66.2,352,0,42.6,57857,1.51,7.7,45,41,2,108,18,,43,1.0
178,Charlie Taylor,39,DEF,Burnley,228,191,67,0.97,1.66,0.0,a,337,2,801295,59.0,0,100.0,0.5,1,79,,268,0.01,0.08,361,25,0,66,0,251,0.1,0.07,812,1.78,0.06,Taylor,2024-01-06T22:30:09.694018Z,114,2.7,1,0.25,43.78,1,-1,0,100.0,1,2329,8,111,,0.0,False,43,1.91,0,395.6,1.7,0.0,275.7,153,0,73.3,977840,1.69,12.1,31,47,1,347,46,,123,
179,Bobby Thomas,40,DEF,Burnley,628,622,226,0.0,0.00,0.0,u,571,0,1464,0.0,0,0.0,0.0,0,166,,447,0.0,0.0,637,0,0,227,0,198,0.0,0.0,736,0.0,0.0,Thomas,2023-07-24T09:55:44.165399Z,716,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,217,,0.0,False,254,0.00,0,0.0,0.0,0.0,0.0,611,0,0.0,0,0.0,0.0,224,0,0,0,0,Permanent transfer to Coventry,224,
180,Scott Twine,49,MID,Burnley,837,837,356,0.0,0.00,0.0,u,826,0,2708,0.0,0,0.0,0.0,1,323,,782,0.0,0.0,837,0,0,356,0,155,0.0,0.0,246,0.0,0.0,Twine,2023-08-21T08:28:24.720790Z,731,0.0,0,0.00,0.00,0,-1,0,0.0,0,0,0,352,,0.0,False,284,0.00,0,0.0,0.0,0.0,0.0,833,0,0.0,119,0.0,0.0,355,0,0,0,0,Season long loan to Hull,356,
181,Lawrence Vigouroux,39,GKP,Burnley,568,562,49,0.0,0.00,-0.5,a,505,0,22410,0.0,0,,0.0,1,38,,376,0.0,0.0,577,0,0,49,0,77,0.0,0.0,818,0.0,0.0,Vigouroux,,326,0.2,0,0.00,0.00,0,-1,0,,0,0,0,16,,-0.5,False,46,0.00,0,0.0,0.0,0.0,0.0,548,0,0.0,21171,0.0,0.0,33,0,0,0,0,,49,
182,Victor da Silva,44,DEF,Burnley,229,256,98,1.01,1.13,2.5,a,164,2,35385,228.0,0,100.0,3.0,1,31,,100,0.07,0.08,333,26,0,67,0,110,0.7,0.11,573,1.71,0.04,Vitinho,2023-08-31T02:00:07.534376Z,361,0.2,3,1.70,45.62,2,-1,0,100.0,4,2311,1,23,,1.7,False,148,2.82,0,305.4,1.9,0.0,200.8,200,0,73.0,31329,1.78,13.6,45,60,0,259,44,,114,
183,Wout Weghorst,55,FWD,Burnley,853,853,107,0.0,0.00,0.0,u,851,0,15075,0.0,0,0.0,0.0,0,103,,832,0.0,0.0,853,0,0,107,0,29,0.0,0.0,96,0.0,0.0,Weghorst,2023-08-10T13:52:51.426276Z,567,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,107,,0.0,False,77,0.00,0,0.0,0.0,0.0,0.0,853,0,0.0,0,0.0,0.0,107,0,0,0,0,On loan to Hoffenheim,107,
184,Anass Zaroury,46,MID,Burnley,478,503,224,0.6,0.11,0.0,u,421,0,12849,19.0,0,0.0,0.0,4,293,,739,0.1,0.0,556,1,0,214,0,220,0.0,0.17,343,2.42,0.07,Zaroury,2024-02-04T18:45:23.350129Z,614,0.0,0,0.16,3.36,0,-4,0,0.0,0,149,0,209,,0.0,False,223,0.27,0,6.8,0.7,0.0,36.3,399,1,5.6,1951,2.03,0.9,198,4,0,10,4,Season-long loan to Hull City,260,
