id,name,now_cost,position,team,ict_index_rank,influence_rank,influence_rank_type,starts_per_90,expected_assists,ep_this,status,threat_rank,clean_sheets,transfers_out,threat,dreamteam_count,chance_of_playing_this_round,form,cost_change_start_fall,form_rank_type,direct_freekicks_order,form_rank,expected_goals_per_90,clean_sheets_per_90,points_per_game_rank,starts,own_goals,ict_index_rank_type,penalties_missed,now_cost_rank_type,value_form,expected_goal_involvements_per_90,now_cost_rank,goals_conceded_per_90,expected_assists_per_90,web_name,news_added,selected_rank,selected_by_percent,assists,expected_goals,expected_goals_conceded,bonus,cost_change_start,saves,chance_of_playing_next_round,event_points,minutes,yellow_cards,threat_rank_type,corners_and_indirect_freekicks_order,ep_next,in_dreamteam,selected_rank_type,expected_goal_involvements,penalties_saved,influence,points_per_game,saves_per_90,creativity,creativity_rank,red_cards,ict_index,transfers_in,expected_goals_conceded_per_90,value_season,creativity_rank_type,total_points,goals_scored,bps,goals_conceded,news,points_per_game_rank_type,penalties_order
363,Máximo Perrone,44,MID,Man City,721,718,273,0.0,0.00,0.0,u,685,0,2323,0.0,0,0.0,0.0,1,200,,590,0.0,0.0,731,0,0,274,0,339,0.0,0.0,582,0.0,0.0,Perrone,2023-08-25T08:39:41.545276Z,719,0.0,0,0.00,0.00,0,-1,0,0.0,0,0,0,261,,0.0,False,278,0.00,0,0.0,0.0,0.0,0.0,713,0,0.0,332,0.0,0.0,275,0,0,0,0,Season-long loan to UD Las Palmas,282,
365,Rodrigo Hernandez,56,MID,Man City,17,9,5,1.04,6.15,5.7,a,71,14,1605339,484.0,2,100.0,4.7,-1,27,,49,0.12,0.43,23,34,0,13,0,56,0.8,0.31,93,0.8,0.19,Rodrigo,2023-12-23T22:30:09.724645Z,59,6.1,10,3.99,29.89,19,1,0,100.0,8,2931,8,43,,5.4,False,19,10.14,0,1043.8,4.7,0.0,894.8,23,1,242.3,1636010,0.92,28.4,18,159,8,737,26,,16,
366,Sergio Gómez,38,DEF,Man City,477,481,174,0.0,0.19,1.0,a,445,0,250964,10.0,0,100.0,0.0,2,122,,365,0.6,0.0,399,0,0,171,0,276,0.0,0.96,860,3.75,0.36,Sergio Gómez,2024-02-16T13:00:08.938047Z,190,1.0,1,0.32,1.42,0,-2,0,100.0,0,48,0,164,,1.2,False,80,0.51,0,22.6,1.5,0.0,23.0,429,0,5.6,248429,2.66,2.4,158,9,0,24,2,,136,
367,Zack Steffen,39,GKP,Man City,571,565,52,0.0,0.00,0.0,u,509,0,24565,0.0,0,0.0,0.0,1,42,,380,0.0,0.0,580,0,0,52,0,81,0.0,0.0,822,0.0,0.0,Steffen,2024-02-01T07:13:26.623008Z,397,0.1,0,0.00,0.00,0,-1,0,0.0,0,0,0,20,,0.0,False,56,0.00,0,0.0,0.0,0.0,0.0,552,0,0.0,19160,0.0,0.0,37,0,0,0,0,Moved to Colorado Rapids on a permanent deal,52,
368,John Stones,53,DEF,Man City,339,332,126,1.02,0.40,1.0,a,318,5,2360846,70.0,1,100.0,0.0,2,271,,822,0.09,0.42,114,12,0,121,0,14,0.0,0.12,128,0.76,0.03,Stones,2024-03-27T02:00:09.836465Z,107,3.1,0,1.06,12.27,3,-2,0,100.0,0,1061,2,103,,1.2,False,39,1.46,0,188.4,3.3,0.0,128.4,266,0,38.7,264599,1.04,10.0,79,53,1,239,9,,23,
369,Kyle Walker,55,DEF,Man City,128,157,52,0.98,3.20,6.0,a,248,10,2872668,126.0,3,100.0,5.0,-5,13,,44,0.01,0.33,61,30,0,25,0,10,0.9,0.11,94,0.94,0.1,Walker,2024-03-25T11:00:08.917980Z,25,15.1,5,0.40,28.61,13,5,0,100.0,2,2766,2,67,,8.4,False,8,3.60,0,465.4,3.8,0.0,534.1,64,0,112.6,3765913,0.93,22.4,10,123,0,633,29,,10,
566,Matheus Luiz Nunes,47,MID,Man City,289,362,155,0.97,1.71,1.0,a,222,2,38577,150.0,0,100.0,0.0,3,301,,751,0.1,0.22,374,9,0,137,0,208,0.0,0.29,323,1.41,0.19,Matheus N.,2024-03-07T09:00:07.867807Z,445,0.1,2,0.89,10.39,1,-3,0,100.0,0,831,0,121,,1.6,False,141,2.60,0,146.0,1.7,0.0,221.3,184,1,51.8,22653,1.13,6.8,119,32,0,118,13,,160,
616,Joško Gvardiol,52,DEF,Man City,100,115,41,1.01,2.09,10.7,a,99,9,927602,389.0,3,100.0,9.7,-2,2,,5,0.12,0.35,28,26,0,14,0,19,1.9,0.2,159,0.89,0.08,Gvardiol,2024-02-14T01:30:11.025807Z,16,18.1,2,3.14,23.88,12,2,0,100.0,2,2327,3,3,,11.8,False,6,5.23,0,544.4,4.4,0.0,362.2,117,0,129.7,2463879,0.92,23.7,21,123,4,549,23,,3,
678,Jérémy Doku,64,MID,Man City,36,127,54,1.02,5.85,4.3,a,23,1,1408898,875.0,2,100.0,3.3,1,45,,95,0.15,0.06,102,18,0,25,0,28,0.5,0.48,49,1.08,0.33,Doku,2024-03-07T09:00:07.978198Z,148,1.9,10,2.57,16.21,13,-1,0,100.0,5,1585,3,12,,2.6,False,43,8.42,0,524.2,3.4,0.0,640.2,46,0,203.9,1549340,0.92,15.3,40,98,3,391,19,,48,
762,Mahamadou Susoho,45,MID,Man City,776,772,310,0.0,0.00,1.0,a,751,0,166,0.0,0,,0.0,0,247,,669,0.0,0.0,778,0,0,311,0,266,0.0,0.0,446,0.0,0.0,Susoho,,828,0.0,0,0.00,0.00,0,0,0,,0,0,0,301,,1.0,False,347,0.00,0,0.0,0.0,0.0,0.0,766,0,0.0,198,0.0,0.0,309,0,0,0,0,,314,
771,Micah Hamilton,45,MID,Man City,760,756,296,0.0,0.00,1.0,a,735,0,186,0.0,0,,0.0,0,230,,649,0.0,0.0,762,0,0,297,0,247,0.0,0.0,422,0.0,0.0,Hamilton,,825,0.0,0,0.00,0.00,0,0,0,,0,0,0,287,,1.0,False,345,0.00,0,0.0,0.0,0.0,0.0,750,0,0.0,227,0.0,0.0,295,0,0,0,0,,300,
814,Jacob Wright,45,MID,Man City,789,785,321,0.0,0.00,1.0,a,767,0,129,0.0,0,,0.0,0,262,,687,0.0,0.0,790,0,0,322,0,283,0.0,0.0,466,0.0,0.0,Wright,,832,0.0,0,0.00,0.00,0,0,0,,0,0,0,314,,1.0,False,351,0.00,0,0.0,0.0,0.0,0.0,781,0,0.0,202,0.0,0.0,321,0,0,0,0,,324,
209,Mason Mount,68,MID,Man Utd,378,390,165,0.88,0.37,0.2,d,328,1,289732,64.0,0,50.0,0.5,2,160,,337,0.07,0.18,397,5,0,170,0,19,0.1,0.14,35,2.3,0.07,Mount,2024-05-10T14:00:09.861239Z,213,0.8,0,0.37,9.95,0,-2,0,50.0,0,509,2,167,,0.3,False,66,0.74,0,105.8,1.6,0.0,107.6,299,0,27.9,29003,1.76,3.4,167,23,1,93,13,Knock - 50% chance of playing,176,
370,Alex Telles,45,DEF,Man Utd,732,728,276,0.0,0.00,0.0,u,702,0,728,0.0,0,0.0,0.0,0,250,,610,0.0,0.0,738,0,0,276,0,52,0.0,0.0,357,0.0,0.0,Alex Telles,2023-07-24T09:56:30.018038Z,780,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,275,,0.0,False,270,0.00,0,0.0,0.0,0.0,0.0,721,0,0.0,0,0.0,0.0,276,0,0,0,0,Permanent transfer to Al Nassr,275,
371,Amad Diallo,44,MID,Man Utd,351,382,160,0.7,0.47,4.5,a,262,1,5946,114.0,1,100.0,4.5,1,29,,52,0.12,0.23,202,3,0,159,0,345,1.0,0.23,593,1.4,0.11,Amad,2024-03-17T23:00:09.121686Z,400,0.1,1,0.53,7.66,3,-1,0,100.0,3,385,1,139,,3.4,False,122,1.00,0,117.0,2.6,0.0,123.8,273,0,35.2,13087,1.79,5.2,157,23,1,68,6,,88,
372,Antony Matheus dos Santos,68,MID,Man Utd,180,294,122,1.03,1.83,0.5,a,113,3,125859,347.0,0,100.0,0.5,2,161,,338,0.23,0.21,398,15,0,92,0,22,0.1,0.36,38,1.78,0.13,Antony,2024-04-13T23:00:08.975186Z,232,0.6,1,3.38,25.18,0,-2,0,100.0,0,1311,5,72,,1.8,False,71,5.21,0,247.8,1.6,0.0,327.7,127,0,91.8,42254,1.73,6.9,88,47,1,184,26,,177,
373,Bruno Borges Fernandes,85,MID,Man Utd,2,5,3,1.01,10.23,1.2,a,34,7,3998368,748.0,5,100.0,1.2,0,99,1.0,197,0.28,0.2,24,35,0,2,1,6,0.1,0.58,9,1.5,0.3,B.Fernandes,2024-05-02T14:00:09.540277Z,26,14.6,9,9.73,63.99,24,0,0,100.0,0,3118,9,18,2.0,5.4,False,9,19.96,0,1101.6,4.7,0.0,1663.0,2,0,351.3,2882430,1.85,19.5,2,166,10,729,52,,17,1.0
374,Brandon Williams,40,DEF,Man Utd,613,607,217,0.0,0.00,0.0,u,556,0,13428,0.0,0,0.0,0.0,0,154,,429,0.0,0.0,622,0,0,218,0,182,0.0,0.0,714,0.0,0.0,B.Williams,2023-08-25T08:38:04.574841Z,503,0.1,0,0.00,0.00,0,0,0,0.0,0,0,0,208,,0.0,False,196,0.00,0,0.0,0.0,0.0,0.0,596,0,0.0,1224,0.0,0.0,215,0,0,0,0,Season-long loan to Ipswich Town,215,
375,Eric Bailly,40,DEF,Man Utd,602,596,209,0.0,0.00,0.0,u,544,0,17180,0.0,0,0.0,0.0,0,145,,417,0.0,0.0,611,0,0,210,0,173,0.0,0.0,701,0.0,0.0,Bailly,2023-09-06T09:24:44.178755Z,452,0.1,0,0.00,0.00,0,0,0,0.0,0,0,0,200,,0.0,False,179,0.00,0,0.0,0.0,0.0,0.0,584,0,0.0,2895,0.0,0.0,207,0,0,0,0,Permanent transfer to Süper Lig club Beşiktaş,207,
376,Carlos Henrique Casimiro,53,MID,Man Utd,118,82,30,1.09,1.20,2.5,a,124,5,465711,323.0,0,100.0,2.5,2,56,,120,0.17,0.23,263,24,0,76,0,75,0.5,0.22,125,1.54,0.05,Casemiro,2024-04-04T23:30:09.150839Z,146,1.9,3,3.64,40.58,0,-2,0,100.0,5,1981,7,82,,1.8,False,42,4.84,0,628.4,2.3,0.0,247.9,172,0,119.9,158035,1.84,10.9,113,58,1,323,34,,110,
377,Diogo Dalot Teixeira,52,DEF,Man Utd,75,53,14,0.99,2.38,4.5,a,176,8,1103015,212.0,3,100.0,4.5,-2,17,,57,0.05,0.23,148,35,0,8,0,18,0.9,0.12,153,1.56,0.07,Dalot,2023-12-17T21:30:09.016397Z,52,7.4,3,1.67,64.76,13,2,0,100.0,15,3174,4,32,,1.2,False,17,4.05,0,738.6,3.1,0.0,590.8,54,1,154.4,1643117,1.84,21.3,7,111,2,662,55,,34,
379,Christian Eriksen,58,MID,Man Utd,223,288,119,0.95,2.46,2.0,a,292,2,82918,93.0,0,100.0,2.0,2,79,4.0,159,0.08,0.16,278,12,0,114,0,45,0.3,0.28,73,2.14,0.2,Eriksen,2023-11-12T02:00:09.638191Z,270,0.4,2,0.97,20.08,4,-2,0,100.0,4,1134,1,150,3.0,1.8,False,82,3.43,0,255.4,2.2,0.0,400.5,96,0,75.0,49792,1.59,8.3,72,48,1,248,27,,117,
380,Álvaro Fernández Carreras,40,DEF,Man Utd,657,651,245,0.0,0.00,0.0,u,601,0,26246,0.0,0,0.0,0.0,0,189,,480,0.0,0.0,665,0,0,246,0,223,0.0,0.0,771,0.0,0.0,Fernandez,2023-09-02T08:57:43.838494Z,405,0.1,0,0.00,0.00,0,0,0,0.0,0,0,0,237,,0.0,False,164,0.00,0,0.0,0.0,0.0,0.0,640,0,0.0,5187,0.0,0.0,243,0,0,0,0,Season-long loan to Granada CF,242,
381,Frederico Rodrigues de Paula Santos,50,MID,Man Utd,840,840,359,0.0,0.00,0.0,u,831,0,10891,0.0,0,0.0,0.0,0,331,,793,0.0,0.0,840,0,0,359,0,104,0.0,0.0,172,0.0,0.0,Fred,2023-08-14T03:59:16.804199Z,579,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,357,,0.0,False,204,0.00,0,0.0,0.0,0.0,0.0,836,0,0.0,322,0.0,0.0,358,0,0,0,0,Permanent transfer to Fenerbahce,359,
382,Alejandro Garnacho,50,MID,Man Utd,26,125,52,1.05,2.81,2.2,a,11,8,1623116,1103.0,3,,2.2,0,58,,127,0.29,0.28,76,30,0,19,0,129,0.4,0.39,209,1.37,0.1,Garnacho,,44,9.8,7,8.23,51.56,7,0,0,,3,2564,4,7,,2.6,False,15,11.04,0,527.2,3.6,0.0,616.8,50,0,224.3,2383811,1.81,26.2,44,131,7,372,39,,40,
383,Hannibal Mejbri,43,MID,Man Utd,466,447,193,0.69,0.48,0.0,u,439,1,46462,13.0,0,0.0,0.0,2,180,,552,0.02,0.69,266,1,0,208,0,365,0.0,0.35,650,0.69,0.33,Hannibal,2024-01-17T09:58:47.009883Z,435,0.1,0,0.03,3.48,0,-2,0,0.0,0,131,1,217,,0.0,False,134,0.51,0,48.2,2.2,0.0,29.8,408,0,9.0,46045,2.39,2.6,200,11,1,34,1,On loan to Sevilla until the end of the season,112,
384,Tom Heaton,39,GKP,Man Utd,563,557,46,0.0,0.00,0.0,a,496,0,11994,0.0,0,100.0,0.0,1,34,,369,0.0,0.0,572,0,0,46,0,71,0.0,0.0,806,0.0,0.0,Heaton,2023-08-11T13:00:07.024643Z,442,0.1,0,0.00,0.00,0,-1,0,100.0,0,0,0,10,,0.0,False,62,0.00,0,0.0,0.0,0.0,0.0,540,0,0.0,5425,0.0,0.0,27,0,0,0,0,,46,
386,Victor Lindelöf,45,DEF,Man Utd,293,283,107,0.95,0.43,0.0,d,274,5,104597,105.0,2,50.0,0.0,0,251,,615,0.05,0.34,110,14,0,97,0,59,0.0,0.08,368,1.08,0.03,Lindelof,2024-03-31T08:30:08.360595Z,318,0.2,1,0.69,25.99,7,0,0,50.0,0,1328,2,81,,0.0,False,131,1.12,0,263.8,3.3,0.0,125.9,271,0,49.6,98016,1.76,13.8,80,62,1,291,16,Lack of match fitness - 50% chance of playing,22,
387,Harry Maguire,43,DEF,Man Utd,215,146,49,0.98,0.97,0.0,i,188,4,841404,192.0,0,0.0,0.0,2,221,,528,0.11,0.22,106,18,0,59,0,122,0.0,0.16,613,1.58,0.05,Maguire,2024-05-05T21:30:09.993228Z,176,1.3,4,1.94,36.68,6,-2,0,0.0,0,1650,3,37,,0.0,False,73,2.91,0,493.4,3.3,0.0,90.9,321,0,77.7,897300,2.0,17.0,104,73,2,351,29,Muscle injury - Expected back 01 Jun,19,
388,Kobbie Mainoo,44,MID,Man Utd,206,179,79,1.12,1.35,4.0,a,241,7,121706,134.0,2,100.0,4.0,1,34,,66,0.04,0.33,121,24,0,108,0,349,0.9,0.1,598,1.45,0.06,Mainoo,2024-03-30T04:00:08.701669Z,198,0.9,1,0.87,42.97,8,-1,0,100.0,3,1927,3,131,,4.2,False,58,2.22,0,413.4,3.2,0.0,256.7,164,0,80.6,207240,2.01,17.5,108,77,3,327,31,,55,
389,Tyrell Malacia,43,DEF,Man Utd,692,688,269,0.0,0.00,0.0,i,650,0,5111,0.0,0,0.0,0.0,2,232,,546,0.0,0.0,702,0,0,269,0,137,0.0,0.0,637,0.0,0.0,Malacia,2023-08-06T23:30:05.886466Z,630,0.0,0,0.00,0.00,0,-2,0,0.0,0,0,0,268,,0.0,False,233,0.00,0,0.0,0.0,0.0,0.0,683,0,0.0,1011,0.0,0.0,269,0,0,0,0,Knee injury - Unknown return date,267,
390,Anthony Martial,64,FWD,Man Utd,397,433,49,1.03,0.14,0.0,d,287,1,51549,97.0,1,50.0,0.0,1,109,,849,0.25,0.21,342,5,0,49,0,17,0.0,0.28,47,1.23,0.03,Martial,2024-01-24T17:30:08.901521Z,301,0.3,1,1.24,8.54,2,-1,0,50.0,0,439,0,50,,0.0,False,44,1.38,0,67.2,1.9,0.0,85.0,329,0,24.5,35070,1.75,3.9,42,25,1,73,6,Lack of match fitness - 50% chance of playing,44,2.0
391,Lisandro Martínez,47,DEF,Man Utd,414,364,138,1.12,0.08,0.5,a,469,1,613552,4.0,0,100.0,0.5,3,107,,311,0.0,0.14,418,8,1,146,0,38,0.1,0.01,317,1.68,0.01,Martinez,2024-04-04T08:30:08.379134Z,134,2.1,1,0.00,11.65,0,-3,0,100.0,1,643,3,174,,0.2,False,55,0.08,0,144.4,1.4,0.0,45.7,384,0,19.4,108421,1.63,3.2,136,15,0,134,12,,146,
392,Scott McTominay,45,MID,Man Utd,115,117,46,0.86,0.41,1.8,a,66,7,475657,492.0,2,100.0,1.8,5,82,,163,0.29,0.33,137,18,0,74,0,227,0.4,0.31,370,1.43,0.02,McTominay,2024-04-27T20:30:08.572863Z,210,0.8,1,6.00,39.95,5,-5,0,100.0,3,1891,2,40,,1.2,False,64,6.40,0,539.4,3.1,0.0,179.5,217,0,121.3,528003,1.9,21.8,133,98,7,307,30,,61,
394,Facundo Pellistri Rebollo,42,MID,Man Utd,443,448,194,0.55,0.39,0.0,u,324,0,62387,66.0,0,0.0,0.0,3,168,,520,0.28,0.0,411,1,0,197,0,371,0.0,0.49,677,1.1,0.21,Pellistri,2024-02-02T15:29:26.735059Z,394,0.1,1,0.51,4.17,0,-3,0,0.0,0,164,0,165,,0.0,False,119,0.90,0,47.0,1.4,0.0,19.3,435,0,13.3,57609,2.29,3.1,211,13,0,36,2,On loan to Granada until the end of the season,183,
395,Raphaël Varane,49,DEF,Man Utd,297,216,78,1.05,0.36,0.1,a,302,3,679266,85.0,1,50.0,0.2,1,116,,354,0.05,0.2,315,16,0,101,0,25,0.0,0.07,223,1.51,0.02,R.Varane,2024-03-31T08:30:08.399060Z,133,2.1,0,0.81,27.29,2,-1,0,100.0,1,1370,2,100,,0.0,False,54,1.17,0,356.2,2.0,0.0,35.3,401,0,47.7,488397,1.79,9.0,147,44,1,273,23,,106,
396,Marcus Rashford,84,MID,Man Utd,82,163,74,1.03,2.80,0.5,a,42,7,4739695,672.0,0,100.0,0.5,6,162,2.0,339,0.28,0.28,118,26,0,55,0,8,0.1,0.39,12,1.47,0.11,Rashford,2024-04-24T23:00:09.132973Z,46,9.5,3,7.13,48.29,0,-6,0,100.0,1,2264,2,24,,0.2,False,16,9.93,0,453.2,3.3,0.0,358.6,118,0,148.3,1114620,1.92,12.9,83,108,7,330,37,,54,3.0
397,Jadon Sancho,67,MID,Man Utd,488,496,221,0.0,0.07,0.0,u,444,0,70632,12.0,0,0.0,0.0,3,369,,852,0.0,0.0,530,0,0,221,0,23,0.0,0.08,39,1.18,0.08,Sancho,2023-09-15T15:30:08.418514Z,282,0.4,0,0.00,1.86,0,-3,0,0.0,0,76,0,220,,0.0,False,88,0.07,0,9.8,1.0,0.0,14.8,441,0,3.6,6844,2.2,0.4,215,3,0,11,1,On loan to Borussia Dortmund until the end of the season,248,
398,Luke Shaw,52,DEF,Man Utd,324,320,121,1.12,0.89,0.0,i,396,4,2452847,29.0,0,0.0,0.0,3,270,,817,0.0,0.38,211,12,0,112,0,17,0.0,0.08,147,1.22,0.08,Shaw,2024-02-15T15:00:08.635219Z,117,2.7,1,0.05,20.17,0,-3,0,0.0,0,960,6,140,4.0,0.0,False,45,0.94,0,197.2,2.6,0.0,199.3,201,0,42.6,340879,1.89,6.0,46,31,0,195,13,Muscle injury - Expected back 01 Jun,61,
399,Shola Shoretire,44,FWD,Man Utd,719,716,74,0.0,0.00,0.0,a,683,0,41895,0.0,0,,0.0,1,53,,588,0.0,0.0,729,0,0,76,0,105,0.0,0.0,577,0.0,0.0,Shoretire,,332,0.2,0,0.00,0.00,0,-1,0,,0,0,0,73,,0.0,False,47,0.00,0,0.0,0.0,0.0,0.0,711,0,0.0,39540,0.0,0.0,74,0,0,0,0,,79,
400,Donny van de Beek,47,MID,Man Utd,513,823,346,0.0,0.03,0.0,u,455,0,4997,6.0,0,0.0,0.0,3,298,,747,1.8,0.0,513,0,0,233,0,202,0.0,3.15,313,0.0,1.35,Van de Beek,2024-01-02T10:03:20.831530Z,577,0.0,0,0.04,0.00,0,-3,0,0.0,0,2,0,223,,0.0,False,203,0.07,0,0.0,1.0,0.0,10.3,453,0,1.6,1483,0.0,0.2,221,1,0,3,0,On loan to Eintracht Frankfurt until the end of the season,235,
401,Aaron Wan-Bissaka,44,DEF,Man Utd,246,189,66,1.01,1.47,2.2,a,336,3,739389,60.0,1,100.0,2.2,1,38,,126,0.01,0.15,283,20,0,75,0,100,0.5,0.08,549,1.72,0.07,Wan-Bissaka,2024-01-29T07:30:10.031937Z,139,2.0,2,0.11,38.57,5,-1,0,100.0,6,1778,4,110,,1.2,False,58,1.58,0,397.8,2.1,0.0,196.5,203,0,65.5,630927,1.95,10.7,48,47,0,323,34,,91,
597,André Onana,50,GKP,Man Utd,117,2,1,1.0,0.08,3.5,a,838,9,2917682,0.0,4,100.0,3.5,0,6,,84,0.0,0.24,84,38,0,1,0,9,0.7,0.0,191,1.53,0.0,Onana,2023-12-30T22:30:10.448027Z,23,15.5,0,0.00,69.64,10,0,149,100.0,7,3420,5,95,,2.4,False,3,0.08,0,1167.8,3.5,3.92,33.2,404,0,120.2,1748721,1.83,26.6,4,133,0,741,58,,11,
617,Rasmus Højlund,71,FWD,Man Utd,84,151,16,1.04,0.96,4.2,a,44,6,2337791,648.0,2,100.0,4.2,-1,9,,64,0.29,0.25,72,25,0,19,0,12,0.6,0.33,30,1.46,0.04,Højlund,2024-02-23T13:30:09.113550Z,63,5.6,2,6.97,40.64,14,1,0,100.0,7,2156,2,20,,3.8,False,10,7.93,0,480.6,3.7,0.0,345.8,123,0,147.0,2715570,1.7,15.8,16,112,10,362,35,,13,
632,Omari Forson,44,MID,Man Utd,480,478,212,1.34,0.02,0.2,a,464,0,3016,4.0,0,100.0,0.2,1,166,,353,0.04,0.0,348,1,0,215,0,340,0.0,0.07,583,2.69,0.03,Forson,2024-03-08T16:00:10.432712Z,652,0.0,1,0.03,0.81,0,-1,0,100.0,0,67,0,226,,0.2,False,247,0.05,0,24.2,1.8,0.0,23.6,426,0,5.2,2590,1.09,1.6,209,7,0,23,2,,151,
669,Radek Vítek,40,GKP,Man Utd,639,633,84,0.0,0.00,0.0,u,583,0,2646,0.0,0,0.0,0.0,0,75,,460,0.0,0.0,647,0,0,84,0,57,0.0,0.0,751,0.0,0.0,Vítek,2024-01-29T08:11:12.302949Z,618,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,55,,0.0,False,78,0.00,0,0.0,0.0,0.0,0.0,622,0,0.0,2777,0.0,0.0,71,0,0,0,0,Joined Accrington Stanley on loan for the rest of the season,84,
685,Daniel Gore,45,MID,Man Utd,538,523,235,0.0,0.00,0.0,u,755,0,778,0.0,0,0.0,0.0,0,252,,674,0.0,0.0,499,0,0,241,0,272,0.0,0.0,452,0.0,0.0,Gore,2024-01-29T08:14:54.429153Z,770,0.0,0,0.00,0.00,0,0,0,0.0,0,1,0,305,,0.0,False,304,0.00,0,3.0,1.0,0.0,0.0,769,0,0.3,762,0.0,0.2,312,1,0,5,0,Joined Port Vale on loan until the end of the season,227,
695,Altay Bayindir,39,GKP,Man Utd,581,575,59,0.0,0.00,0.0,a,520,0,15249,0.0,0,100.0,0.0,1,50,,393,0.0,0.0,590,0,0,59,0,89,0.0,0.0,839,0.0,0.0,Altay,2024-03-29T16:00:11.002861Z,496,0.1,0,0.00,0.00,0,-1,0,100.0,0,0,0,28,,0.0,False,68,0.00,0,0.0,0.0,0.0,0.0,563,0,0.0,18582,0.0,0.0,45,0,0,0,0,,59,
703,Jonny Evans,40,DEF,Man Utd,319,237,90,0.97,0.27,1.0,a,416,4,275374,21.0,1,100.0,1.0,0,54,,200,0.0,0.26,280,15,0,110,0,164,0.2,0.02,686,1.56,0.02,Evans,2024-03-18T22:00:09.895751Z,229,0.6,1,0.06,27.68,3,0,0,100.0,1,1389,2,151,,0.6,False,90,0.33,0,330.8,2.1,0.0,81.2,333,0,43.6,329016,1.79,12.2,111,49,0,293,24,,88,
709,Sofyan Amrabat,50,MID,Man Utd,383,353,150,0.97,0.36,1.2,a,456,2,31598,6.0,0,100.0,1.2,0,98,,196,0.01,0.19,444,10,0,172,0,112,0.2,0.04,186,1.45,0.03,Amrabat,2023-12-30T22:30:10.690011Z,422,0.1,0,0.07,19.46,0,0,0,100.0,2,929,6,224,,1.0,False,128,0.43,0,159.0,1.2,0.0,102.5,311,0,27.0,34476,1.89,5.2,172,26,0,125,15,,201,
748,Joe Hugill,45,FWD,Man Utd,787,783,89,0.0,0.00,0.0,u,765,0,1275,0.0,0,0.0,0.0,0,71,,685,0.0,0.0,788,0,0,92,0,82,0.0,0.0,464,0.0,0.0,Hugill,2024-01-15T07:32:35.686432Z,754,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,90,,0.0,False,108,0.00,0,0.0,0.0,0.0,0.0,779,0,0.0,1277,0.0,0.0,90,0,0,0,0,On loan to Burton Albion for the rest of the season,92,
766,Willy Kambwala,39,DEF,Man Utd,479,444,169,0.83,0.01,0.2,a,526,0,15388,0.0,0,100.0,0.2,1,115,,352,0.0,0.0,557,3,0,172,0,266,0.1,0.0,846,2.77,0.0,Kambwala,2024-04-25T18:30:10.034698Z,425,0.1,0,0.00,8.51,0,-1,0,100.0,0,325,1,189,,0.2,False,171,0.01,0,53.8,0.6,0.0,2.4,481,0,5.5,23700,2.36,1.3,176,5,0,48,10,,183,
768,Rhys Bennett,40,DEF,Man Utd,656,650,244,0.0,0.00,0.0,u,600,0,544,0.0,0,0.0,0.0,0,188,,479,0.0,0.0,664,0,0,245,0,222,0.0,0.0,770,0.0,0.0,Bennett,2024-02-17T19:38:33.763830Z,769,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,236,,0.0,False,267,0.00,0,0.0,0.0,0.0,0.0,639,0,0.0,427,0.0,0.0,242,0,0,0,0,On loan to Stockport County,241,
826,Toby Collyer,45,MID,Man Utd,770,766,304,0.0,0.00,0.0,a,745,0,102,0.0,0,,0.0,0,240,,662,0.0,0.0,772,0,0,305,0,258,0.0,0.0,438,0.0,0.0,Collyer,,837,0.0,0,0.00,0.00,0,0,0,,0,0,0,295,,0.0,False,355,0.00,0,0.0,0.0,0.0,0.0,760,0,0.0,146,0.0,0.0,303,0,0,0,0,,308,
833,Habeeb Ogunneye,40,DEF,Man Utd,663,657,248,0.0,0.00,0.0,a,608,0,265,0.0,0,,0.0,0,192,,486,0.0,0.0,671,0,0,249,0,227,0.0,0.0,778,0.0,0.0,Ogunneye,,744,0.0,0,0.00,0.00,0,0,0,,0,0,0,241,,0.0,False,260,0.00,0,0.0,0.0,0.0,0.0,647,0,0.0,402,0.0,0.0,247,0,0,0,0,,245,
835,Dermot Mee,40,GKP,Man Utd,630,624,79,0.0,0.00,0.0,a,573,0,263,0.0,0,,0.0,0,70,,449,0.0,0.0,639,0,0,79,0,52,0.0,0.0,738,0.0,0.0,Mee,,749,0.0,0,0.00,0.00,0,0,0,,0,0,0,50,,0.0,False,89,0.00,0,0.0,0.0,0.0,0.0,613,0,0.0,559,0.0,0.0,66,0,0,0,0,,79,
846,Harry Amass,40,DEF,Man Utd,675,670,258,0.0,0.00,0.0,a,623,0,204,0.0,0,,0.0,0,202,,499,0.0,0.0,683,0,0,258,0,240,0.0,0.0,794,0.0,0.0,Amass,,755,0.0,0,0.00,0.00,0,0,0,,0,0,0,253,,0.0,False,262,0.00,0,0.0,0.0,0.0,0.0,660,0,0.0,514,0.0,0.0,257,0,0,0,0,,254,
